Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2011-07-18,37.2177,37.2177,35.4039,35.7416,5100.2203118998
2011-07-19,35.7833,35.9935,32.2016,32.2016,30054.743755466
2011-07-20,33.7185,34.8151,33.5084,34.8151,57614.035166576
2011-07-21,34.3719,34.9411,33.9712,34.5395,20283.337566753
2011-07-22,35.152,35.6148,34.9411,34.9819,9209.5473942694
2011-07-25,34.5617,34.9624,34.2655,34.645,3878.9414679118
2011-07-26,34.5617,34.5617,34.0546,34.1396,10261.563337839
2011-07-27,34.5395,34.645,33.8019,33.8019,52989.866762101
2011-07-28,33.7185,34.9411,32.4969,34.6033,29403.551763581
2011-07-29,33.8249,34.9207,33.8019,34.5617,21506.967284358
2011-08-01,34.8994,35.3196,34.6875,34.6875,5131.9571057282
2011-08-02,34.5617,35.2354,34.5617,34.9819,5589.2020242184
2011-08-03,34.1396,34.1396,33.2548,33.2548,189609.71157238
2011-08-04,33.6351,33.8249,32.0324,33.5084,143311.60656083
2011-08-05,31.613,32.5598,30.347,31.1893,32748.844920452
2011-08-08,28.7451,31.613,28.7451,31.613,67709.861914422
2011-08-09,30.3895,31.1893,29.0828,29.1024,42318.075978109
2011-08-10,29.988,30.347,29.1245,29.5048,74690.781119855
